filename,class,foreground_pixels,foreground_ratio,status
IMG_20211108_123504 (Custom).jpg,Sooty Mould,40285,0.5245,success
IMG_20211108_123551 (Custom).jpg,Sooty Mould,17046,0.2220,success
IMG_20211108_123302 (Custom).jpg,Sooty Mould,43173,0.5621,success
IMG_20211211_154134 (Custom).jpg,Sooty Mould,23330,0.3038,success
IMG_20211108_122126 (Custom).jpg,Sooty Mould,36146,0.4707,success
IMG_20211212_143220 (Custom).jpg,Sooty Mould,37911,0.4936,success
IMG_20211211_155345 (Custom).jpg,Sooty Mould,33863,0.4409,success
IMG_20211108_123556 (Custom).jpg,Sooty Mould,21614,0.2814,success
IMG_20211108_122056 (Custom).jpg,Sooty Mould,54908,0.7149,success
IMG_20211108_123227 (Custom).jpg,Sooty Mould,38211,0.4975,success
IMG_20211108_120937 (Custom).jpg,Sooty Mould,30132,0.3923,success
IMG_20211211_154044 (Custom).jpg,Sooty Mould,33216,0.4325,success
IMG_20211108_123305 (Custom).jpg,Sooty Mould,50210,0.6538,success
IMG_20211108_122121 (Custom).jpg,Sooty Mould,34939,0.4549,success
IMG_20211211_155342 (Custom).jpg,Sooty Mould,26286,0.3423,success
IMG_20211211_154844 (Custom).jpg,Sooty Mould,36832,0.4796,success
IMG_20211212_142921 (Custom).jpg,Sooty Mould,34118,0.4442,success
IMG_20211211_154811 (Custom).jpg,Sooty Mould,29501,0.3841,success
IMG_20211108_123108 (Custom).jpg,Sooty Mould,27421,0.3570,success
IMG_20211108_122926 (Custom).jpg,Sooty Mould,25327,0.3298,success
IMG_20211212_150513 (Custom).jpg,Sooty Mould,31134,0.4054,success
IMG_20211212_145144 (Custom).jpg,Sooty Mould,16839,0.2193,success
IMG_20211108_122209 (Custom).jpg,Sooty Mould,25293,0.3293,success
IMG_20211211_154934 (Custom).jpg,Sooty Mould,22915,0.2984,success
IMG_20211212_142926 (Custom).jpg,Sooty Mould,24655,0.3210,success
IMG_20211211_154816 (Custom).jpg,Sooty Mould,20730,0.2699,success
IMG_20211108_121341 (Custom).jpg,Sooty Mould,48447,0.6308,success
IMG_20211108_123434 (Custom).jpg,Sooty Mould,33614,0.4377,success
IMG_20211211_155357 (Custom).jpg,Sooty Mould,35032,0.4561,success
IMG_20211108_120922 (Custom).jpg,Sooty Mould,23670,0.3082,success
IMG_20211108_122016 (Custom).jpg,Sooty Mould,27749,0.3613,success
IMG_20211108_123516 (Custom).jpg,Sooty Mould,35373,0.4606,success
IMG_20211108_123543 (Custom).jpg,Sooty Mould,32657,0.4252,success
IMG_20211108_121628 (Custom).jpg,Sooty Mould,62730,0.8168,success
IMG_20211108_122617 (Custom).jpg,Sooty Mould,35501,0.4623,success
IMG_20211211_154056 (Custom).jpg,Sooty Mould,37542,0.4888,success
IMG_20211212_143317 (Custom).jpg,Sooty Mould,24443,0.3183,success
IMG_20211212_142945 (Custom).jpg,Sooty Mould,26562,0.3459,success
IMG_20211108_121523 (Custom).jpg,Sooty Mould,16121,0.2099,success
IMG_20211108_121325 (Custom).jpg,Sooty Mould,16585,0.2160,success
IMG_20211212_150324 (Custom).jpg,Sooty Mould,20130,0.2621,success
IMG_20211212_143049 (Custom).jpg,Sooty Mould,20138,0.2622,success
IMG_20211211_155417 (Custom).jpg,Sooty Mould,20208,0.2631,success
IMG_20211211_154035 (Custom).jpg,Sooty Mould,31565,0.4110,success
IMG_20211108_123203 (Custom).jpg,Sooty Mould,51429,0.6696,success
IMG_20211108_120836 (Custom).jpg,Sooty Mould,9855,0.1283,success
IMG_20211211_154110 (Custom).jpg,Sooty Mould,23539,0.3065,success
IMG_20211212_143204 (Custom).jpg,Sooty Mould,36928,0.4808,success
IMG_20211108_123457 (Custom).jpg,Sooty Mould,44235,0.5760,success
IMG_20211108_123520 (Custom).jpg,Sooty Mould,41754,0.5437,success
IMG_20211108_122704 (Custom).jpg,Sooty Mould,38462,0.5008,success
IMG_20211212_150331 (Custom).jpg,Sooty Mould,18298,0.2383,success
IMG_20211108_122509 (Custom).jpg,Sooty Mould,11231,0.1462,success
IMG_20211108_121536 (Custom).jpg,Sooty Mould,14642,0.1907,success
IMG_20211211_154910 (Custom).jpg,Sooty Mould,56904,0.7409,success
IMG_20211212_150412 (Custom).jpg,Sooty Mould,27176,0.3539,success
IMG_20211108_123608 (Custom).jpg,Sooty Mould,31437,0.4093,success
IMG_20211108_122950 (Custom).jpg,Sooty Mould,38764,0.5047,success
IMG_20211211_154942 (Custom).jpg,Sooty Mould,18928,0.2465,success
IMG_20211211_154917 (Custom).jpg,Sooty Mould,28579,0.3721,success
IMG_20211108_122711 (Custom).jpg,Sooty Mould,16203,0.2110,success
IMG_20211211_155450 (Custom).jpg,Sooty Mould,19636,0.2557,success
IMG_20211108_120906 (Custom).jpg,Sooty Mould,36757,0.4786,success
IMG_20211108_123243 (Custom).jpg,Sooty Mould,61262,0.7977,success
IMG_20211108_122743 (Custom).jpg,Sooty Mould,42071,0.5478,success
IMG_20211212_143334 (Custom).jpg,Sooty Mould,26413,0.3439,success
IMG_20211212_143243 (Custom).jpg,Sooty Mould,34258,0.4461,success
IMG_20211212_150341 (Custom).jpg,Sooty Mould,18030,0.2348,success
IMG_20211212_150314 (Custom).jpg,Sooty Mould,27558,0.3588,success
IMG_20211108_121918 (Custom).jpg,Sooty Mould,16628,0.2165,success
IMG_20211211_154845 (Custom).jpg,Sooty Mould,24388,0.3176,success
IMG_20211108_121347 (Custom).jpg,Sooty Mould,43711,0.5692,success
IMG_20211108_122409 (Custom).jpg,Sooty Mould,25447,0.3313,success
IMG_20211108_121541 (Custom).jpg,Sooty Mould,18975,0.2471,success
IMG_20211212_145117 (Custom).jpg,Sooty Mould,21490,0.2798,success
IMG_20211108_122734 (Custom).jpg,Sooty Mould,20243,0.2636,success
IMG_20211108_123545 (Custom).jpg,Sooty Mould,22888,0.2980,success
IMG_20211108_122045 (Custom).jpg,Sooty Mould,32401,0.4219,success
IMG_20211211_154120 (Custom).jpg,Sooty Mould,23409,0.3048,success
IMG_20211211_155505 (Custom).jpg,Sooty Mould,22955,0.2989,success
IMG_20211108_123233 (Custom).jpg,Sooty Mould,32610,0.4246,success
IMG_20211212_143311 (Custom).jpg,Sooty Mould,23600,0.3073,success
IMG_20211212_143233 (Custom).jpg,Sooty Mould,46803,0.6094,success
IMG_20211108_120854 (Custom).jpg,Sooty Mould,11839,0.1542,success
IMG_20211211_154127 (Custom).jpg,Sooty Mould,29154,0.3796,success
IMG_20211108_123311 (Custom).jpg,Sooty Mould,33203,0.4323,success
IMG_20211212_145957 (Custom).jpg,Sooty Mould,25215,0.3283,success
IMG_20211211_154927 (Custom).jpg,Sooty Mould,24453,0.3184,success
IMG_20211108_121554 (Custom).jpg,Sooty Mould,23652,0.3080,success
IMG_20211108_121307 (Custom).jpg,Sooty Mould,12435,0.1619,success
IMG_20211211_154805 (Custom).jpg,Sooty Mould,20186,0.2628,success
IMG_20211108_122248 (Custom).jpg,Sooty Mould,16428,0.2139,success
IMG_20211108_120841 (Custom).jpg,Sooty Mould,13146,0.1712,success
IMG_20211108_122651 (Custom).jpg,Sooty Mould,42445,0.5527,success
IMG_20211211_155510 (Custom).jpg,Sooty Mould,26573,0.3460,success
IMG_20211108_122726 (Custom).jpg,Sooty Mould,28634,0.3728,success
IMG_20211108_120846 (Custom).jpg,Sooty Mould,18214,0.2372,success
IMG_20211108_123427 (Custom).jpg,Sooty Mould,19762,0.2573,success
IMG_20211212_143303 (Custom).jpg,Sooty Mould,16615,0.2163,success
IMG_20211108_123221 (Custom).jpg,Sooty Mould,39888,0.5194,success
IMG_20211211_154834 (Custom).jpg,Sooty Mould,21771,0.2835,success
IMG_20211108_122956 (Custom).jpg,Sooty Mould,54319,0.7073,success
IMG_20211212_145134 (Custom).jpg,Sooty Mould,22060,0.2872,success
IMG_20211212_142956 (Custom).jpg,Sooty Mould,28609,0.3725,success
IMG_20211211_154103 (Custom).jpg,Sooty Mould,39690,0.5168,success
IMG_20211108_120952 (Custom).jpg,Sooty Mould,44782,0.5831,success
IMG_20211108_123533 (Custom).jpg,Sooty Mould,25143,0.3274,success
IMG_20211108_120228 (Custom).jpg,Sooty Mould,49467,0.6441,success
IMG_20211212_143245 (Custom).jpg,Sooty Mould,40574,0.5283,success
IMG_20211108_120822 (Custom).jpg,Sooty Mould,14251,0.1856,success
IMG_20211212_145408 (Custom).jpg,Sooty Mould,38662,0.5034,success
IMG_20211211_154309 (Custom).jpg,Sooty Mould,23592,0.3072,success
IMG_20211212_150401 (Custom).jpg,Sooty Mould,31371,0.4085,success
IMG_20211108_122239 (Custom).jpg,Sooty Mould,28378,0.3695,success
IMG_20211212_145121 (Custom).jpg,Sooty Mould,25325,0.3298,success
IMG_20211108_121929 (Custom).jpg,Sooty Mould,14921,0.1943,success
IMG_20211108_122943 (Custom).jpg,Sooty Mould,24163,0.3146,success
IMG_20211108_121253 (Custom).jpg,Sooty Mould,17266,0.2248,success
IMG_20211108_123138 (Custom).jpg,Sooty Mould,27192,0.3541,success
IMG_20211108_122349 (Custom).jpg,Sooty Mould,14812,0.1929,success
IMG_20211212_143138 (Custom).jpg,Sooty Mould,32532,0.4236,success
IMG_20211211_154903 (Custom).jpg,Sooty Mould,40268,0.5243,success
IMG_20211212_145339 (Custom).jpg,Sooty Mould,16508,0.2149,success
IMG_20211108_122750 (Custom).jpg,Sooty Mould,48917,0.6369,success
IMG_20211211_155533 (Custom).jpg,Sooty Mould,22563,0.2938,success
IMG_20211212_143250 (Custom).jpg,Sooty Mould,21143,0.2753,success
IMG_20211108_122026 (Custom).jpg,Sooty Mould,36090,0.4699,success
IMG_20211212_143320 (Custom).jpg,Sooty Mould,24278,0.3161,success
IMG_20211108_123257 (Custom).jpg,Sooty Mould,21643,0.2818,success
IMG_20211108_122757 (Custom).jpg,Sooty Mould,56128,0.7308,success
IMG_20211108_122702 (Custom).jpg,Sooty Mould,44296,0.5768,success
IMG_20211108_121019 (Custom).jpg,Sooty Mould,16237,0.2114,success
IMG_20211211_155443 (Custom).jpg,Sooty Mould,30445,0.3964,success
IMG_20211108_123451 (Custom).jpg,Sooty Mould,29778,0.3877,success
IMG_20211108_122104 (Custom).jpg,Sooty Mould,56012,0.7293,success
IMG_20211108_122234 (Custom).jpg,Sooty Mould,24038,0.3130,success
IMG_20211108_121329 (Custom).jpg,Sooty Mould,22128,0.2881,success
IMG_20211108_122517 (Custom).jpg,Sooty Mould,12090,0.1574,success
IMG_20211212_143042 (Custom).jpg,Sooty Mould,17156,0.2234,success
IMG_20211108_121854 (Custom).jpg,Sooty Mould,13832,0.1801,success
IMG_20211108_122344 (Custom).jpg,Sooty Mould,19002,0.2474,success
IMG_20211108_121615 (Custom).jpg,Sooty Mould,16068,0.2092,success
IMG_20211108_121640 (Custom).jpg,Sooty Mould,52616,0.6851,success
IMG_20211108_122708 (Custom).jpg,Sooty Mould,18085,0.2355,success
IMG_20211211_160011 (Custom).jpg,Sooty Mould,24433,0.3181,success
IMG_20211211_154839 (Custom).jpg,Sooty Mould,26414,0.3439,success
IMG_20211212_143057 (Custom).jpg,Sooty Mould,23627,0.3076,success
IMG_20211212_144917 (Custom).jpg,Sooty Mould,25107,0.3269,success
IMG_20211108_123002 (Custom).jpg,Sooty Mould,39221,0.5107,success
IMG_20211108_123057 (Custom).jpg,Sooty Mould,53101,0.6914,success
IMG_20211212_145139 (Custom).jpg,Sooty Mould,15840,0.2062,success
IMG_20211108_120225 (Custom).jpg,Sooty Mould,17553,0.2286,success
IMG_20211212_150000 (Custom).jpg,Sooty Mould,25362,0.3302,success
IMG_20211212_145402 (Custom).jpg,Sooty Mould,30082,0.3917,success
IMG_20211108_121607 (Custom).jpg,Sooty Mould,21899,0.2851,success
IMG_20211108_121652 (Custom).jpg,Sooty Mould,20261,0.2638,success
IMG_20211108_121006 (Custom).jpg,Sooty Mould,28186,0.3670,success
IMG_20211108_122748 (Custom).jpg,Sooty Mould,38905,0.5066,success
IMG_20211108_121655 (Custom).jpg,Sooty Mould,18511,0.2410,success
IMG_20211211_154808 (Custom).jpg,Sooty Mould,28868,0.3759,success
IMG_20211108_122411 (Custom).jpg,Sooty Mould,31541,0.4107,success
IMG_20211108_122444 (Custom).jpg,Sooty Mould,17454,0.2273,success
IMG_20211108_123144 (Custom).jpg,Sooty Mould,38897,0.5065,success
IMG_20211108_122938 (Custom).jpg,Sooty Mould,40259,0.5242,success
IMG_20211211_154205 (Custom).jpg,Sooty Mould,24534,0.3195,success
IMG_20211108_122217 (Custom).jpg,Sooty Mould,21790,0.2837,success
IMG_20211108_122242 (Custom).jpg,Sooty Mould,28565,0.3719,success
IMG_20211212_143111 (Custom).jpg,Sooty Mould,26169,0.3407,success
IMG_20211211_155021 (Custom).jpg,Sooty Mould,34201,0.4453,success
IMG_20211108_121952 (Custom).jpg,Sooty Mould,15175,0.1976,success
IMG_20211108_121559 (Custom).jpg,Sooty Mould,29449,0.3835,success
IMG_20211212_144921 (Custom).jpg,Sooty Mould,26075,0.3395,success
IMG_20211108_123116 (Custom).jpg,Sooty Mould,50531,0.6580,success
IMG_20211108_123034 (Custom).jpg,Sooty Mould,23516,0.3062,success
IMG_20211211_154257 (Custom).jpg,Sooty Mould,33192,0.4322,success
IMG_20211108_121955 (Custom).jpg,Sooty Mould,14075,0.1833,success
IMG_20211211_154048 (Custom).jpg,Sooty Mould,31612,0.4116,success
IMG_20211212_145345 (Custom).jpg,Sooty Mould,21604,0.2813,success
IMG_20211212_144843 (Custom).jpg,Sooty Mould,17035,0.2218,success
IMG_20211108_121915 (Custom).jpg,Sooty Mould,16755,0.2182,success
IMG_20211108_123021 (Custom).jpg,Sooty Mould,43510,0.5665,success
IMG_20211108_122403 (Custom).jpg,Sooty Mould,23394,0.3046,success
IMG_20211108_123156 (Custom).jpg,Sooty Mould,24376,0.3174,success
IMG_20211108_122327 (Custom).jpg,Sooty Mould,22941,0.2987,success
IMG_20211108_121912 (Custom).jpg,Sooty Mould,15568,0.2027,success
IMG_20211212_143104 (Custom).jpg,Sooty Mould,32962,0.4292,success
IMG_20211211_154210 (Custom).jpg,Sooty Mould,26329,0.3428,success
IMG_20211108_122451 (Custom).jpg,Sooty Mould,17685,0.2303,success
IMG_20211211_154416 (Custom).jpg,Sooty Mould,23885,0.3110,success
IMG_20211212_145305 (Custom).jpg,Sooty Mould,20701,0.2695,success
IMG_20211108_122048 (Custom).jpg,Sooty Mould,43192,0.5624,success
IMG_20211108_123548 (Custom).jpg,Sooty Mould,23923,0.3115,success
IMG_20211108_123239 (Custom).jpg,Sooty Mould,57573,0.7496,success
IMG_20211108_121022 (Custom).jpg,Sooty Mould,16899,0.2200,success
IMG_20211108_120859 (Custom).jpg,Sooty Mould,21750,0.2832,success
IMG_20211212_145302 (Custom).jpg,Sooty Mould,21388,0.2785,success
IMG_20211211_160020 (Custom).jpg,Sooty Mould,30226,0.3936,success
IMG_20211108_122220 (Custom).jpg,Sooty Mould,30311,0.3947,success
IMG_20211108_123051 (Custom).jpg,Sooty Mould,27524,0.3584,success
IMG_20211108_122504 (Custom).jpg,Sooty Mould,10563,0.1375,success
IMG_20211108_122357 (Custom).jpg,Sooty Mould,18675,0.2432,success
IMG_20211108_123602 (Custom).jpg,Sooty Mould,39705,0.5170,success
IMG_20211108_122302 (Custom).jpg,Sooty Mould,62535,0.8143,success
IMG_20211211_154235 (Custom).jpg,Sooty Mould,29074,0.3786,success
IMG_20211108_123605 (Custom).jpg,Sooty Mould,25743,0.3352,success
IMG_20211108_122305 (Custom).jpg,Sooty Mould,61164,0.7964,success
IMG_20211211_155408 (Custom).jpg,Sooty Mould,25805,0.3360,success
IMG_20211212_145257 (Custom).jpg,Sooty Mould,20699,0.2695,success
IMG_20211211_160005 (Custom).jpg,Sooty Mould,22566,0.2938,success
IMG_20211212_145327 (Custom).jpg,Sooty Mould,29121,0.3792,success
IMG_20211108_121000 (Custom).jpg,Sooty Mould,30293,0.3944,success
IMG_20211212_144903 (Custom).jpg,Sooty Mould,17966,0.2339,success
IMG_20211108_122310 (Custom).jpg,Sooty Mould,35985,0.4686,success
IMG_20211212_142948 (Custom).jpg,Sooty Mould,35998,0.4687,success
IMG_20211108_122434 (Custom).jpg,Sooty Mould,25069,0.3264,success
IMG_20211211_154302 (Custom).jpg,Sooty Mould,19941,0.2596,success
IMG_20211108_122543 (Custom).jpg,Sooty Mould,33582,0.4373,success
IMG_20211211_154220 (Custom).jpg,Sooty Mould,25607,0.3334,success
IMG_20211108_123732 (Custom).jpg,Sooty Mould,20533,0.2674,success
IMG_20211108_121529 (Custom).jpg,Sooty Mould,15169,0.1975,success
IMG_20211108_121922 (Custom).jpg,Sooty Mould,17339,0.2258,success
IMG_20211211_154421 (Custom).jpg,Sooty Mould,26729,0.3480,success
IMG_20211108_123735 (Custom).jpg,Sooty Mould,19653,0.2559,success
IMG_20211211_155003 (Custom).jpg,Sooty Mould,32151,0.4186,success
IMG_20211212_143133 (Custom).jpg,Sooty Mould,25710,0.3348,success
IMG_20211211_154038 (Custom).jpg,Sooty Mould,37542,0.4888,success
IMG_20211108_123209 (Custom).jpg,Sooty Mould,54363,0.7079,success
IMG_20211211_160017 (Custom).jpg,Sooty Mould,29493,0.3840,success
IMG_20211212_145242 (Custom).jpg,Sooty Mould,37170,0.4840,success
IMG_20211211_154148 (Custom).jpg,Sooty Mould,26333,0.3429,success
IMG_20211108_123150 (Custom).jpg,Sooty Mould,28793,0.3749,success
IMG_20211211_154849 (Custom).jpg,Sooty Mould,19750,0.2572,success
IMG_20211108_121946 (Custom).jpg,Sooty Mould,13313,0.1733,success
IMG_20211212_150519 (Custom).jpg,Sooty Mould,26184,0.3409,success
IMG_20211108_122256 (Custom).jpg,Sooty Mould,54265,0.7066,success
IMG_20211108_122203 (Custom).jpg,Sooty Mould,19264,0.2508,success
IMG_20211108_123027 (Custom).jpg,Sooty Mould,21916,0.2854,success
IMG_20211108_123102 (Custom).jpg,Sooty Mould,61601,0.8021,success
IMG_20211211_154410 (Custom).jpg,Sooty Mould,20703,0.2696,success
IMG_20211211_154939 (Custom).jpg,Sooty Mould,16330,0.2126,success
IMG_20211212_145356 (Custom).jpg,Sooty Mould,18514,0.2411,success
IMG_20211212_145351 (Custom).jpg,Sooty Mould,19551,0.2546,success
IMG_20211211_154608 (Custom).jpg,Sooty Mould,14146,0.1842,success
IMG_20211108_121625 (Custom).jpg,Sooty Mould,54906,0.7149,success
IMG_20211211_155027 (Custom).jpg,Sooty Mould,36637,0.4770,success
IMG_20211212_143142 (Custom).jpg,Sooty Mould,30398,0.3958,success
IMG_20211108_121901 (Custom).jpg,Sooty Mould,8843,0.1151,success
IMG_20211212_150358 (Custom).jpg,Sooty Mould,18679,0.2432,success
IMG_20211108_122532 (Custom).jpg,Sooty Mould,23419,0.3049,success
IMG_20211211_155348 (Custom).jpg,Sooty Mould,31108,0.4051,success
IMG_20211212_145233 (Custom).jpg,Sooty Mould,20069,0.2613,success
IMG_20211211_154139 (Custom).jpg,Sooty Mould,38690,0.5038,success
IMG_20211108_122009 (Custom).jpg,Sooty Mould,23201,0.3021,success
IMG_20211108_123509 (Custom).jpg,Sooty Mould,47415,0.6174,success
IMG_20211212_145311 (Custom).jpg,Sooty Mould,19883,0.2589,success
IMG_20211108_121637 (Custom).jpg,Sooty Mould,23244,0.3027,success
IMG_20211212_145316 (Custom).jpg,Sooty Mould,22392,0.2916,success
IMG_20211106_163252 (Custom).jpg,Gall Midge,17869,0.2327,success
IMG_20211106_162752 (Custom).jpg,Gall Midge,19576,0.2549,success
IMG_20211106_162625 (Custom).jpg,Gall Midge,16949,0.2207,success
IMG_20211106_162154 (Custom).jpg,Gall Midge,9934,0.1293,success
IMG_20211106_163454 (Custom).jpg,Gall Midge,10281,0.4590,success
IMG_20211106_170048 (Custom).jpg,Gall Midge,19418,0.2528,success
IMG_20211106_165841 (Custom).jpg,Gall Midge,17918,0.2333,success
IMG_20211106_162024 (Custom).jpg,Gall Midge,12569,0.1637,success
IMG_20211106_170138 (Custom).jpg,Gall Midge,25718,0.3349,success
IMG_20211106_162700 (Custom).jpg,Gall Midge,11209,0.1460,success
IMG_20211106_163322 (Custom).jpg,Gall Midge,20709,0.2696,success
IMG_20211106_162622 (Custom).jpg,Gall Midge,17156,0.2234,success
IMG_20211106_162106 (Custom).jpg,Gall Midge,15189,0.2073,success
IMG_20211106_165846 (Custom).jpg,Gall Midge,12852,0.1673,success
IMG_20211106_161648 (Custom).jpg,Gall Midge,15963,0.2079,success
IMG_20211106_164423 (Custom).jpg,Gall Midge,14253,0.1856,success
IMG_20211106_164352 (Custom).jpg,Gall Midge,10725,0.1396,success
IMG_20211106_170250 (Custom).jpg,Gall Midge,25920,0.3375,success
IMG_20211106_170205 (Custom).jpg,Gall Midge,34672,0.4993,success
IMG_20211106_161204 (Custom).jpg,Gall Midge,9539,0.1329,success
IMG_20211106_161321 (Custom).jpg,Gall Midge,19816,0.2580,success
IMG_20211106_165600 (Custom).jpg,Gall Midge,16797,0.2187,success
IMG_20211106_170202 (Custom).jpg,Gall Midge,30905,0.4513,success
IMG_20211106_161527 (Custom).jpg,Gall Midge,16920,0.2203,success
IMG_20211106_170320 (Custom).jpg,Gall Midge,10898,0.1419,success
IMG_20211106_164222 (Custom).jpg,Gall Midge,12914,0.1682,success
IMG_20211106_161256 (Custom).jpg,Gall Midge,15969,0.2218,success
IMG_20211106_162146 (Custom).jpg,Gall Midge,11433,0.1489,success
IMG_20211106_163818 (Custom).jpg,Gall Midge,18758,0.2442,success
IMG_20211106_170008 (Custom).jpg,Gall Midge,10631,0.1384,success
IMG_20211106_165854 (Custom).jpg,Gall Midge,18838,0.2453,success
IMG_20211106_162747 (Custom).jpg,Gall Midge,26759,0.3484,success
IMG_20211106_162036 (Custom).jpg,Gall Midge,14868,0.1936,success
IMG_20211106_163058 (Custom).jpg,Gall Midge,11881,0.1547,success
IMG_20211106_161216 (Custom).jpg,Gall Midge,15846,0.2063,success
IMG_20211106_163729 (Custom).jpg,Gall Midge,15329,0.1996,success
IMG_20211106_162229 (Custom).jpg,Gall Midge,12659,0.1648,success
IMG_20211106_161445 (Custom).jpg,Gall Midge,11414,0.1486,success
IMG_20211106_164514 (Custom).jpg,Gall Midge,17700,0.2305,success
IMG_20211106_164230 (Custom).jpg,Gall Midge,8515,0.1109,success
IMG_20211106_161442 (Custom).jpg,Gall Midge,21119,0.2750,success
IMG_20211106_164312 (Custom).jpg,Gall Midge,18007,0.2345,success
IMG_20211106_162428 (Custom).jpg,Gall Midge,17276,0.2249,success
IMG_20211106_163128 (Custom).jpg,Gall Midge,24258,0.3159,success
IMG_20211106_163306 (Custom).jpg,Gall Midge,13130,0.1710,success
IMG_20211106_161639 (Custom).jpg,Gall Midge,17192,0.2239,success
IMG_20211106_165837 (Custom).jpg,Gall Midge,18893,0.2460,success
IMG_20211106_162122 (Custom).jpg,Gall Midge,15285,0.1990,success
IMG_20211106_170149 (Custom).jpg,Gall Midge,11668,0.1519,success
IMG_20211106_162125 (Custom).jpg,Gall Midge,16608,0.2162,success
IMG_20211106_161445 - Copy (Custom).jpg,Gall Midge,11413,0.1486,success
IMG_20211106_170304 (Custom).jpg,Gall Midge,14524,0.1891,success
IMG_20211106_162218 (Custom).jpg,Gall Midge,12082,0.1573,success
IMG_20211106_162937 (Custom).jpg,Gall Midge,12184,0.2036,success
IMG_20211106_162840 (Custom).jpg,Gall Midge,19597,0.2552,success
IMG_20211106_164254 (Custom).jpg,Gall Midge,15553,0.2025,success
IMG_20211106_165701 (Custom).jpg,Gall Midge,17191,0.2238,success
IMG_20211106_162847 (Custom).jpg,Gall Midge,22548,0.2936,success
IMG_20211106_161426 (Custom).jpg,Gall Midge,34102,0.4440,success
IMG_20211106_164323 (Custom).jpg,Gall Midge,18018,0.2346,success
IMG_20211106_163236 (Custom).jpg,Gall Midge,21988,0.2863,success
IMG_20211106_162047 (Custom).jpg,Gall Midge,16651,0.2336,success
IMG_20211106_162641 (Custom).jpg,Gall Midge,13808,0.1798,success
IMG_20211106_163314 (Custom).jpg,Gall Midge,18676,0.2432,success
IMG_20211106_163231 (Custom).jpg,Gall Midge,16412,0.2137,success
IMG_20211106_162040 (Custom).jpg,Gall Midge,14665,0.1910,success
IMG_20211106_161108 (Custom).jpg,Gall Midge,16480,0.2435,success
IMG_20211106_163628 (Custom).jpg,Gall Midge,14300,0.1862,success
IMG_20211106_164447 (Custom).jpg,Gall Midge,8174,0.1064,success
IMG_20211106_161317 (Custom).jpg,Gall Midge,27172,0.3538,success
IMG_20211106_162852 (Custom).jpg,Gall Midge,30510,0.3973,success
IMG_20211106_164214 (Custom).jpg,Gall Midge,11276,0.1468,success
IMG_20211106_170233 (Custom).jpg,Gall Midge,19895,0.2590,success
IMG_20211106_164440 (Custom).jpg,Gall Midge,6840,0.0891,success
IMG_20211106_162855 (Custom).jpg,Gall Midge,32882,0.4282,success
IMG_20211106_165746 (Custom).jpg,Gall Midge,16690,0.3050,success
IMG_20211106_162140 (Custom).jpg,Gall Midge,11322,0.1474,success
IMG_20211106_162741 (Custom).jpg,Gall Midge,19476,0.2536,success
IMG_20211106_162030 (Custom).jpg,Gall Midge,13683,0.2007,success
IMG_20211106_164159 (Custom).jpg,Gall Midge,11188,0.1457,success
IMG_20211106_165852 (Custom).jpg,Gall Midge,15107,0.1967,success
IMG_20211106_162112 (Custom).jpg,Gall Midge,18690,0.2434,success
IMG_20211106_170211 (Custom).jpg,Gall Midge,35282,0.4594,success
IMG_20211106_170244 (Custom).jpg,Gall Midge,21505,0.2800,success
IMG_20211106_161416 (Custom).jpg,Gall Midge,23672,0.3082,success
IMG_20211106_164437 (Custom).jpg,Gall Midge,9277,0.1208,success
IMG_20211106_162900 (Custom).jpg,Gall Midge,34238,0.4458,success
IMG_20211106_161411 (Custom).jpg,Gall Midge,14154,0.1843,success
IMG_20211106_164314 (Custom).jpg,Gall Midge,16941,0.2206,success
IMG_20211106_170216 (Custom).jpg,Gall Midge,21407,0.2787,success
IMG_20211106_164512 (Custom).jpg,Gall Midge,17920,0.2333,success
IMG_20211106_162952 (Custom).jpg,Gall Midge,10899,0.1593,success
IMG_20211106_165812 (Custom).jpg,Gall Midge,14881,0.1938,success
IMG_20211106_162701 (Custom).jpg,Gall Midge,12983,0.2081,success
IMG_20211106_163201 (Custom).jpg,Gall Midge,11921,0.1552,success
IMG_20211106_165815 (Custom).jpg,Gall Midge,17571,0.2288,success
IMG_20211106_163455 (Custom).jpg,Gall Midge,14850,0.2404,success
IMG_20211106_170321 (Custom).jpg,Gall Midge,13126,0.1709,success
IMG_20211106_161202 (Custom).jpg,Gall Midge,10066,0.1311,success
IMG_20211106_164425 (Custom).jpg,Gall Midge,14038,0.1828,success
IMG_20211106_170203 (Custom).jpg,Gall Midge,33820,0.4676,success
IMG_20211106_164354 (Custom).jpg,Gall Midge,12106,0.1576,success
IMG_20211106_170256 (Custom).jpg,Gall Midge,16053,0.2090,success
IMG_20211106_164555 (Custom).jpg,Gall Midge,14305,0.2235,success
IMG_20211106_162940 (Custom).jpg,Gall Midge,14110,0.1837,success
IMG_20211106_162837 (Custom).jpg,Gall Midge,15823,0.2169,success
IMG_20211106_164306 (Custom).jpg,Gall Midge,13677,0.1781,success
IMG_20211106_163618 (Custom).jpg,Gall Midge,20144,0.2623,success
IMG_20211106_164128 (Custom).jpg,Gall Midge,16671,0.2171,success
IMG_20211106_162647 (Custom).jpg,Gall Midge,15562,0.2026,success
IMG_20211106_165359 (Custom).jpg,Gall Midge,9614,0.1404,success
IMG_20211106_165901 (Custom).jpg,Gall Midge,25424,0.3310,success
IMG_20211106_162131 (Custom).jpg,Gall Midge,13872,0.1946,success
